2024-10-09 15:54:08,704 - qm - INFO     - Starting session: aa993943-7a9d-4d80-8cb8-ac1ba12cfc48
2024-10-09 15:54:59,581 - qm - INFO     - Executing program
2024-10-09 15:55:02,119 - qm - INFO     - Sending program to QOP for compilation
2024-10-09 15:55:02,345 - qm - INFO     - Executing program

Total relaxation time: 10.10 sec

2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "mixers.driveD1_mixer_4d0" [mixers.corrections.intermediateFrequency.values] : Mixer 'driveD1_mixer_4d0' correction 'FrequencyCorrection(frequency=-5.1E9, loFrequency=5.1E9, correction=CorrectionMatrix(v00=1.0, v01=0.0, v10=0.0, v11=1.0))' has an intermediate frequency less than -5.0E8
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "elements.driveD1" [element.intermediateFrequencyUpperLimit] : Element 'driveD1' has intermediate frequency less than -5.0E8 (-5.1E9)
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #0 (21.31191345287329) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #1 (28.678314172060436) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #2 (37.992593521183686) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #3 (49.551683371727506) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #4 (63.62562088896144) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #5 (80.43032111550447) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #6 (100.09715190232926) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #7 (122.64159418670717) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #8 (147.9340007452185) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #9 (175.67597259464537) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #10 (205.38602010916821) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #11 (236.3978600838527) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #12 (267.87386946232573) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #13 (298.834895941441) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #14 (328.2059256179201) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #15 (354.8752195254148) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #16 (377.7627047920631) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #17 (395.8919155195476) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #18 (408.4588739194849) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #19 (414.89116523561484) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #20 (414.89116523561484) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #21 (408.4588739194849) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #22 (395.8919155195476) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #23 (377.7627047920631) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #24 (354.8752195254148) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #25 (328.2059256179201) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #26 (298.834895941441) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #27 (267.87386946232573) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #28 (236.3978600838527) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #29 (205.38602010916821) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #30 (175.67597259464537) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #31 (147.9340007452185) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #32 (122.64159418670717) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #33 (100.09715190232926) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #34 (80.43032111550447) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #35 (63.62562088896144) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #36 (49.551683371727506) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #37 (37.992593521183686) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #38 (28.678314172060436) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_D1' sample #39 (21.31191345287329) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #0 (-21.31191345287329) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #1 (-28.678314172060436) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #2 (-37.992593521183686) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #3 (-49.551683371727506) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #4 (-63.62562088896144) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #5 (-80.43032111550447) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #6 (-100.09715190232926) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #7 (-122.64159418670717) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #8 (-147.9340007452185) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #9 (-175.67597259464537) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #10 (-205.38602010916821) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #11 (-236.3978600838527) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #12 (-267.87386946232573) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #13 (-298.834895941441) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #14 (-328.2059256179201) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #15 (-354.8752195254148) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #16 (-377.7627047920631) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #17 (-395.8919155195476) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #18 (-408.4588739194849) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #19 (-414.89116523561484) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #20 (-414.89116523561484) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #21 (-408.4588739194849) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #22 (-395.8919155195476) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #23 (-377.7627047920631) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #24 (-354.8752195254148) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #25 (-328.2059256179201) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #26 (-298.834895941441) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #27 (-267.87386946232573) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #28 (-236.3978600838527) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #29 (-205.38602010916821) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #30 (-175.67597259464537) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #31 (-147.9340007452185) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #32 (-122.64159418670717) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #33 (-100.09715190232926) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #34 (-80.43032111550447) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #35 (-63.62562088896144) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #36 (-49.551683371727506) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #37 (-37.992593521183686) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #38 (-28.678314172060436) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.minus_i_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'minus_i_D1' sample #39 (-21.31191345287329) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_half_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_half_D1' sample #0 (10.655956726436646) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,065 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_half_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_half_D1' sample #1 (14.339157086030218) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,066 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_half_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_half_D1' sample #2 (18.996296760591843) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,066 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_half_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_half_D1' sample #3 (24.775841685863753) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,066 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_half_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_half_D1' sample #4 (31.81281044448072) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,066 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_half_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_half_D1' sample #5 (40.215160557752235) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,066 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_half_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_half_D1' sample #6 (50.04857595116463) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,066 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_half_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_half_D1' sample #7 (61.32079709335358) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,066 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_half_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_half_D1' sample #8 (73.96700037260925) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,066 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_half_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_half_D1' sample #9 (87.83798629732269) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,066 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_half_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_half_D1' sample #10 (102.69301005458411) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,066 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_half_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_half_D1' sample #11 (118.19893004192635) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,066 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_half_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_half_D1' sample #12 (133.93693473116286) is outside of the valid range ([-0.5, 0.5]).
2024-10-09 15:55:08,066 - qm - ERROR    - CONFIG ERROR in key "waveforms.plus_i_half_D1" [waveforms.samplesAreValid] : Arbitrary waveform 'plus_i_half_D1' sample #13 (149.4174479707205) is outside of the valid range ([-0.5, 0.5]).
